commit date git,commit sha,jira_id,affected versions,fixed version
2014-09-15T08:24:57Z,4cc9738c9263c75857b1ea80b7b2c3e51494512a,SYNCOPE-547,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:24:30Z,38d4aadb6cfe50a541a0a302b9c899769b883045,SYNCOPE-547,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:21:44Z,0b5a345533f6a6a41f1725a61ab826173d4f5bd7,SYNCOPE-547,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:20:52Z,20a338c2b9153202e006ffde7001eeca5f55dc03,SYNCOPE-547,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:06:35Z,3549ea69dbc395951064e50d92dea4fb9bbf5717,SYNCOPE-547,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-04T15:43:10Z,e5f684671e0685e7708c419b447e3899dab9bbc4,SYNCOPE-546,[1.1.9],[1.1.9],2014-09-04T09:34:02.000+0000
2014-09-05T08:44:14Z,b98b4a961b2d4da8e9b633e623fd7ac69a426ca7,SYNCOPE-545,[1.1.9  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-09-04T09:21:26.000+0000
2014-09-05T08:39:18Z,e760b9ce9af18e61003717823626a5aa3b670b24,SYNCOPE-545,[1.1.9  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-09-04T09:21:26.000+0000
2014-09-05T08:16:13Z,504fb159aab341bd4052817168d7c7b3943523c4,SYNCOPE-545,[1.1.9  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-09-04T09:21:26.000+0000
2014-09-08T12:04:30Z,4dee80310a37e111aa27b61f980881e3baf50eb7,SYNCOPE-543,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-09-08T10:59:22Z,dace282e2c26851928e9b81bab423e74a3f277ed,SYNCOPE-543,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-09-08T09:09:23Z,3903b84ed72cfc05c276761c3b03737d4b925709,SYNCOPE-543,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-09-08T08:41:20Z,83a805a463c2cabaa53d217f7bed9361dd42e208,SYNCOPE-543,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-08-05T17:39:29Z,6cb13879bb499ca546e0f9a7c85551acc8d1678b,SYNCOPE-540,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-05T17:37:59Z,f579d388c20e2d3827ccbfd569c22cf688da3293,SYNCOPE-540,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-05T11:55:58Z,8138e3c4bde85510190673bbbce1823b91ea799d,SYNCOPE-540,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-05T11:55:03Z,a1db33fa8f3833fdad6b069232a0490555766973,SYNCOPE-540,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-06T09:52:40Z,35a8dbef89f0099c0d20614e3295bd6d32b51c57,SYNCOPE-539,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-30T15:15:46.000+0000
2014-08-06T09:20:30Z,d7e1ea1e6935261416ec119f7c1181b1b9d92690,SYNCOPE-539,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-30T15:15:46.000+0000
2014-07-07T10:02:21Z,0b237956bdf5d49f83ea8a6f9c7a079d2a562101,SYNCOPE-532,[1.2.0-M1  2.0.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-07T07:25:46.000+0000
2014-07-07T09:39:48Z,04d3aa3af4b110843ec06ded7656bf578ee54064,SYNCOPE-532,[1.2.0-M1  2.0.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-07T07:25:46.000+0000
2014-07-07T09:38:18Z,736f0e17429104e89cfd23f0491a82611d4a2926,SYNCOPE-532,[1.2.0-M1  2.0.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-07T07:25:46.000+0000
2014-07-07T08:54:30Z,81ad48c8301c89576d7e04e945ed1b8939626067,SYNCOPE-531,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-07T08:40:23Z,e79714f872be17953ab35f303958980514f6fdfe,SYNCOPE-531,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-05T18:52:54Z,a56e63ac3b44448c25eccc093ead8c94d2ef8966,SYNCOPE-531,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-05T18:28:52Z,ce6eaaf18b1ceae57e37033a4e1a6a503e0a5ee4,SYNCOPE-531,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-03T13:13:43Z,e1c6977bcb861365d8dbd56215d22c5338373461,SYNCOPE-527,[],[1.2.0-M1],2014-07-02T14:56:46.000+0000
2014-06-24T13:17:33Z,cbe082a2ebf17cb5ebf0f4be93cca1eda5b80446,SYNCOPE-515,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-24T12:57:40.000+0000
2014-06-25T15:03:47Z,59ba01e7a9873228605dcb68335fb2a00a752398,SYNCOPE-514,[1.2.0-M1],[1.2.0-M1],2014-06-23T15:19:30.000+0000
2014-06-20T14:37:27Z,a79e1f3d38f5d308ba86c75028546d1ee30c484c,SYNCOPE-512,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-20T14:25:56.000+0000
2014-06-19T12:11:05Z,050cf08297a71d6eb0105b94cd07551909ea6755,SYNCOPE-510,[1.2.0-M1],[1.2.0-M1],2014-06-19T09:42:56.000+0000
2014-06-19T12:34:20Z,4fd7a195fd35d91bd3a6e7de4d8c504bd0be16fd,SYNCOPE-509,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-19T07:43:12.000+0000
2014-06-19T10:32:44Z,1bd086af5f873b9e4d221b2eb899dcc8a9733cae,SYNCOPE-509,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-19T07:43:12.000+0000
2014-06-13T09:38:42Z,7450a07e98f0ee3f197d277701c1d60e09b1dc73,SYNCOPE-506,[1.2.0-M1],[1.2.0-M1],2014-06-12T12:29:24.000+0000
2014-06-25T12:05:42Z,56c18fe7854e83c6d64c7c938a49793c1419cd59,SYNCOPE-504,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-11T07:46:15.000+0000
2014-06-23T15:26:52Z,bc9ec67d1f0d2fe8f7aabedfc1b9b32b19c0f224,SYNCOPE-504,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-11T07:46:15.000+0000
2014-06-17T09:22:49Z,e62398514bb634138aab4a18d62efe36dcaca2ff,SYNCOPE-501,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-10T08:59:42.000+0000
2014-06-16T09:38:40Z,856eafa6924a37948697b93333dc011900290f3b,SYNCOPE-501,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-10T08:59:42.000+0000
2014-06-12T07:15:00Z,92ba1e4acd2fbddf39f0edbf532a5f429c180b97,SYNCOPE-501,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-10T08:59:42.000+0000
2014-06-06T15:50:29Z,aceaf25fdc38d26e5885a78ac2e775352eca1715,SYNCOPE-500,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-06T12:46:01.000+0000
2014-06-06T15:39:53Z,7acc8d151365691add5854c0120b1459f07de2e8,SYNCOPE-500,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-06T12:46:01.000+0000
2014-06-06T15:22:16Z,e1c0b2c001ba273b16fab62f5d8d59492b8b303f,SYNCOPE-500,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-06T12:46:01.000+0000
2014-06-05T13:31:55Z,3ddffc0364ccd183793701359dc77e6125943e9a,SYNCOPE-499,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-03T16:55:33.000+0000
2014-06-05T13:18:41Z,435cf91cda4887ee8305ceaee9dfb3f85635ea9a,SYNCOPE-499,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-03T16:55:33.000+0000
2014-06-03T14:48:51Z,316eca74d0fc08548d1199fbe2f49325ca84d866,SYNCOPE-498,[],[1.2.0-M1],2014-05-30T10:59:54.000+0000
2014-06-06T11:46:03Z,a01f0bae81494750cc3f9914abc58301d7effffe,SYNCOPE-497,[],[1.2.0-M1],2014-05-30T10:17:32.000+0000
2014-06-03T12:14:39Z,ffc61f0e328a2ec702f0e9ca72cae31ed38d9b53,SYNCOPE-495,[1.2.0-M1],[1.2.0-M1],2014-05-22T08:01:46.000+0000
2014-05-27T12:52:03Z,963cc3105fa8e15862c2f0b45d41e4e630cf5d6a,SYNCOPE-495,[1.2.0-M1],[1.2.0-M1],2014-05-22T08:01:46.000+0000
2014-05-08T12:49:21Z,067b6ba262293b6f58a7340e9cac17d6e7109682,SYNCOPE-490,[1.2.0-M1],[1.2.0-M1],2014-05-08T08:36:00.000+0000
2014-05-08T07:29:55Z,efb1ab7252cd55f1a983b220c64f247591094eb0,SYNCOPE-489,[1.2.0-M1],[1.2.0-M1],2014-05-07T11:55:57.000+0000
2014-03-13T07:11:21Z,8cd8508cfe7b858c049acadd4c789abbd44640f7,SYNCOPE-484,[1.1.6],[1.1.7],2014-03-12T15:05:12.000+0000
2014-05-13T13:59:46Z,7cd4b43de678e9545fd191d6f6b102eddd674141,SYNCOPE-483,[1.2.0-M1],[1.2.0-M1],2014-03-11T10:04:43.000+0000
2014-05-13T11:41:43Z,a0976793c6e5f6e05ef8e0c0d25613b9f42a7e12,SYNCOPE-483,[1.2.0-M1],[1.2.0-M1],2014-03-11T10:04:43.000+0000
2014-02-27T16:14:41Z,eddd08e933a50e2ee8a60288318d240059480324,SYNCOPE-482,[1.2.0-M1],[1.2.0-M1],2014-02-27T14:28:09.000+0000
2014-01-15T09:25:24Z,96d00bd1ca05f2637604a4bfa6b39f43bef51c52,SYNCOPE-476,[1.1.5],[1.1.6  1.2.0-M1],2014-01-14T14:41:44.000+0000
2014-01-15T08:33:00Z,fcc7059ef14f5c935385c6959e272b2d133e968f,SYNCOPE-476,[1.1.5],[1.1.6  1.2.0-M1],2014-01-14T14:41:44.000+0000
2014-01-09T15:21:55Z,6cba7826c7d7866179237c1236d5eae8e7652828,SYNCOPE-475,[1.1.5],[1.1.6  1.2.0-M1],2014-01-09T12:51:34.000+0000
2014-01-09T15:20:45Z,907983e586194622e921dbf9d24f70ce07cc8dda,SYNCOPE-475,[1.1.5],[1.1.6  1.2.0-M1],2014-01-09T12:51:34.000+0000
2014-01-09T15:57:14Z,b63ce558de2acc5577e643c944fca79f11ae3b12,SYNCOPE-474,[1.1.5],[1.1.6],2014-01-09T11:28:43.000+0000
2013-12-30T11:26:03Z,2940e5fc1a1efaeac5b75bd232cae744de01b2f4,SYNCOPE-466,[1.1.5],[1.1.6  1.2.0-M1],2013-12-30T10:20:34.000+0000
2013-12-30T11:13:03Z,b33f2ca563ebd70b1df0dcd8820264ca4b05a79b,SYNCOPE-466,[1.1.5],[1.1.6  1.2.0-M1],2013-12-30T10:20:34.000+0000
2013-12-31T11:58:55Z,6afd2ce9bf994e4fdab2426d9e113aae478e0d4c,SYNCOPE-465,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2013-12-31T10:31:14Z,f285d526ffde53fb323ea66705283e77c8fe85d4,SYNCOPE-465,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2013-12-31T07:45:14Z,8bd972c47de9d8659c9e57cefd30b7c702fc3d33,SYNCOPE-465,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2013-12-30T14:28:15Z,822302c158dc907454835b54d69c811cfed3fdd0,SYNCOPE-465,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2014-01-30T12:59:20Z,9dfcc57a1d33b0bb8be888050d42cac877d2e412,SYNCOPE-462,[1.1.5],[1.1.6  1.2.0-M1],2013-12-16T11:04:32.000+0000
2014-01-30T11:37:52Z,e9c813556781360223a8a7f8c2ddb8074470ee75,SYNCOPE-462,[1.1.5],[1.1.6  1.2.0-M1],2013-12-16T11:04:32.000+0000
2014-06-16T10:40:39Z,e917514b4d73425a8da26567d3746da42ca64921,SYNCOPE-459,[1.1.4  1.1.5],[1.1.6  1.2.0-M1],2013-12-04T12:39:22.000+0000
2013-12-14T09:38:34Z,db01dd93e91964bdcc54954c25b38509a320aef1,SYNCOPE-459,[1.1.4  1.1.5],[1.1.6  1.2.0-M1],2013-12-04T12:39:22.000+0000
2013-12-14T09:01:12Z,e16d3b9d6209b6081873a85493839447b332f469,SYNCOPE-459,[1.1.4  1.1.5],[1.1.6  1.2.0-M1],2013-12-04T12:39:22.000+0000
2014-06-10T09:45:54Z,9fcaab6afb4f253937f65c2b470ce37b775e6e24,SYNCOPE-458,[1.1.5],[1.2.0-M1],2013-12-03T17:28:14.000+0000
2013-12-04T08:12:14Z,48798d615bba77ccbdd6f8857ad101ccf7cde9bd,SYNCOPE-457,[1.1.5  1.2.0-M1],[1.2.0-M1],2013-12-03T02:25:08.000+0000
2013-12-03T07:53:10Z,f9aef233e493e3ed47f9011ede1b94441272c9f9,SYNCOPE-456,[1.2.0-M1],[],2013-12-02T14:33:19.000+0000
2013-12-04T11:46:48Z,0e2dfae7c29c375e22427df4655bc102a0808f0a,SYNCOPE-455,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T12:17:33.000+0000
2013-12-04T11:29:09Z,f2648c51c3f6168095fb67007618e8eff59f38c7,SYNCOPE-455,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T12:17:33.000+0000
2013-12-04T15:34:14Z,8c4a227edd50fa0e35dbc77038a7ca2a6a35b3ee,SYNCOPE-454,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T11:58:00.000+0000
2013-12-04T14:43:48Z,8beb540ecfc37e38778d6aab24b185a30395f9ff,SYNCOPE-454,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T11:58:00.000+0000
2013-12-03T14:54:09Z,452ec8e6e6e83f29aa4bd4c4c54dbfc172b28130,SYNCOPE-453,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T11:50:59.000+0000
2013-12-03T13:40:22Z,1f4059be5aff6d8023baa519840eee4eb5ff6ea2,SYNCOPE-452,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T08:26:29.000+0000
2013-12-03T13:27:06Z,7568625dd9de4c9bff6b1a7a908e85546d5b22db,SYNCOPE-452,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T08:26:29.000+0000
2013-11-21T10:08:37Z,81a069506a0a2607961b4d112575dcf9300aae4b,SYNCOPE-440,[1.1.3],[1.1.5  1.2.0-M1],2013-11-15T06:33:33.000+0000
2013-11-21T09:51:46Z,361b589a9b408c0e1032517d2924c6352cc3b415,SYNCOPE-440,[1.1.3],[1.1.5  1.2.0-M1],2013-11-15T06:33:33.000+0000
2013-11-13T12:05:38Z,43ffb320a49416a2a052536bebb52f4ebb646619,SYNCOPE-437,[1.1.4],[1.1.5  1.2.0-M1],2013-11-13T08:46:33.000+0000
2013-11-13T11:49:09Z,6fc66e149196d80cf614c9d845596493e4fcd491,SYNCOPE-437,[1.1.4],[1.1.5  1.2.0-M1],2013-11-13T08:46:33.000+0000
2013-11-18T16:40:25Z,1ac7ccc16f2210c5552bc2c2ac97d85545400cf6,SYNCOPE-436,[1.1.4],[1.1.5  1.2.0-M1],2013-11-12T10:53:51.000+0000
2013-11-18T16:35:55Z,dab16ce325b527a03ed2347cf7c54d45691674c7,SYNCOPE-436,[1.1.4],[1.1.5  1.2.0-M1],2013-11-12T10:53:51.000+0000
2013-11-18T08:13:31Z,25d8c0d6b7c76bacf4c229ae4cba1b393a9c38c1,SYNCOPE-436,[1.1.4],[1.1.5  1.2.0-M1],2013-11-12T10:53:51.000+0000
2013-11-12T08:55:31Z,3ff71d74363f119a4378a152d5125348dc79060f,SYNCOPE-435,[1.1.4],[1.1.5  1.2.0-M1],2013-11-08T15:17:04.000+0000
2013-11-11T16:56:53Z,c490cf6fa52bf0cce6574b074af60e441b599f95,SYNCOPE-435,[1.1.4],[1.1.5  1.2.0-M1],2013-11-08T15:17:04.000+0000
2013-11-07T16:40:03Z,3d0363f62bd3e7bad37bcd8dea70385dce7fa99f,SYNCOPE-434,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T15:27:05.000+0000
2013-11-07T16:35:55Z,3736919b3e7fc2b0824faa710bcec7d3868d8617,SYNCOPE-434,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T15:27:05.000+0000
2013-11-07T15:21:53Z,1fa232ccb536915f1b37c30325392000bf666f95,SYNCOPE-433,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T14:14:14.000+0000
2013-11-07T15:12:44Z,133c6b04971522d2123e5a394089e3fdd8cd7495,SYNCOPE-433,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T14:14:14.000+0000
2013-10-25T08:40:09Z,43485c73714d1d17f4fc0b124197214a86c41902,SYNCOPE-426,[1.1.4],[1.1.5  1.2.0-M1],2013-10-25T08:03:03.000+0000
2013-10-25T08:27:12Z,fcba4ceb069085f6aa7bb33050d7d77ef476be94,SYNCOPE-426,[1.1.4],[1.1.5  1.2.0-M1],2013-10-25T08:03:03.000+0000
2013-10-01T14:49:23Z,1cf3bb8914d365aa35cd253385ea51709538cb8e,SYNCOPE-419,[1.1.4],[1.1.5  1.2.0-M1],2013-10-01T14:28:19.000+0000
2013-10-01T14:35:11Z,751cf78a522213d1af8d616492a223a32f37cbf8,SYNCOPE-419,[1.1.4],[1.1.5  1.2.0-M1],2013-10-01T14:28:19.000+0000
2013-09-20T13:54:58Z,f6bbf957ab7f69d35785ee7dd4a3e3a6ccb42be9,SYNCOPE-418,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T09:21:05.000+0000
2013-09-20T13:29:10Z,34c180e0184d9257d42e0f457674ef3defd0fc2c,SYNCOPE-418,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T09:21:05.000+0000
2013-09-20T13:10:25Z,7df0dce62a55b82d7f1d637ba61cd69f418c3b2a,SYNCOPE-418,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T09:21:05.000+0000
2013-09-20T08:26:37Z,65d40b7bf12cd0592479eeab46654a7caef370c7,SYNCOPE-417,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T07:26:23.000+0000
2013-09-20T08:25:54Z,b20e8370f55cdfdc09b0a295720562e64fd265a5,SYNCOPE-417,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T07:26:23.000+0000
2013-09-18T08:26:40Z,bbe1419b837ac95b841c62588a388f321d4a9fbd,SYNCOPE-414,[1.2.0-M1],[1.2.0-M1],2013-09-18T08:23:49.000+0000
2013-09-18T12:11:04Z,ab494d7fa8987a9c073207679f52399a7c670a6d,SYNCOPE-412,[1.1.3],[1.1.4],2013-09-16T13:41:06.000+0000
2013-07-22T07:37:47Z,5bc5444d4197f9a2cadc73282430885d89860a8b,SYNCOPE-404,[1.1.0  1.1.3],[1.1.4  1.2.0-M1],2013-07-19T21:25:56.000+0000
2013-07-22T07:36:46Z,d662963a4d863f886eeac214507e9764f1ba1645,SYNCOPE-404,[1.1.0  1.1.3],[1.1.4  1.2.0-M1],2013-07-19T21:25:56.000+0000
2013-07-11T11:23:41Z,2275dca97b42c7b7e3b0c8bd52934268c10650c5,SYNCOPE-400,[1.0.8  1.1.2],[1.1.3  1.2.0-M1],2013-07-11T09:35:22.000+0000
2013-07-11T11:22:38Z,ac1ef5831d010bd782eca6a3936169d3776f4b5f,SYNCOPE-400,[1.0.8  1.1.2],[1.1.3  1.2.0-M1],2013-07-11T09:35:22.000+0000
2013-07-04T14:22:02Z,9d01f95ffdf2ce861b5b8c166d210fea0329b5c9,SYNCOPE-399,[1.1.2  1.2.0-M1],[1.1.3  1.2.0-M1],2013-07-04T14:07:23.000+0000
2013-07-04T14:19:50Z,0b3ca4a98291be7bb1e2ff00b953438401d06cb3,SYNCOPE-399,[1.1.2  1.2.0-M1],[1.1.3  1.2.0-M1],2013-07-04T14:07:23.000+0000
2013-07-01T13:49:56Z,c8bdd8534794b955632fcf61bb46dbf9ee9bbcb0,SYNCOPE-398,[1.1.2],[1.1.3  1.2.0-M1],2013-07-01T13:08:32.000+0000
2013-07-01T13:49:13Z,5cca15db54f476bdf1039d884455c6a8927c09b9,SYNCOPE-398,[1.1.2],[1.1.3  1.2.0-M1],2013-07-01T13:08:32.000+0000
2013-06-27T11:43:39Z,00166b51c13ddafa7a38919a636e24f436d29d26,SYNCOPE-397,[1.1.2],[1.1.3  1.2.0-M1],2013-06-26T14:11:21.000+0000
2013-06-27T11:24:22Z,8e7e89fe62a2874b18a7e6cdd02b26232ec11ca8,SYNCOPE-397,[1.1.2],[1.1.3  1.2.0-M1],2013-06-26T14:11:21.000+0000
2013-06-24T14:29:45Z,dfcb2632e95583dc35cb99f4cac19a363bff4b82,SYNCOPE-396,[1.1.3],[1.1.3  1.2.0-M1],2013-06-24T13:37:20.000+0000
2013-06-12T14:24:11Z,b4254c8c2ae1051b8d1a295592cfc2b59404f480,SYNCOPE-394,[1.1.2],[1.1.3  1.2.0-M1],2013-06-12T13:57:25.000+0000
2013-06-12T14:20:13Z,9bd4a33024c080dfd62848fd887d39d62335931a,SYNCOPE-394,[1.1.2],[1.1.3  1.2.0-M1],2013-06-12T13:57:25.000+0000
2013-06-12T14:02:38Z,5af121463d1f29cf2fc4d0b38510492099f70fd8,SYNCOPE-394,[1.1.2],[1.1.3  1.2.0-M1],2013-06-12T13:57:25.000+0000
2013-06-07T10:42:01Z,21e8da23ee598d65af23213bc68e18f194f7ae05,SYNCOPE-387,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T11:19:40.000+0000
2013-06-07T10:41:39Z,e742da5f3172cd914420d4a40fc1ea78932bbbbb,SYNCOPE-387,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T11:19:40.000+0000
2013-06-03T09:01:57Z,0e33853a83ee61548d055928e2f8b2e688eb0773,SYNCOPE-386,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T09:00:09.000+0000
2013-06-03T09:00:53Z,8ba9c866b3176e2d3729f0f9000dc4e2d241e6eb,SYNCOPE-386,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T09:00:09.000+0000
2013-06-03T07:03:07Z,e9b32c5564805a386e89eee8e97516f5753fd2b3,SYNCOPE-385,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T07:01:15.000+0000
2013-06-03T07:02:06Z,ff5e5547d5f8463566fa9dc3e70100fe590ecf0e,SYNCOPE-385,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T07:01:15.000+0000
2013-05-31T13:48:50Z,6930e5c48beb2e2719062a12e0f66ae62bf01016,SYNCOPE-384,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:49:46.000+0000
2013-05-31T13:47:10Z,1bcba4409333e831648a227459c38dfde5ab12de,SYNCOPE-384,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:49:46.000+0000
2013-05-31T14:49:16Z,b97d26cb2fe86c99e9ac6dff60d177074009c7f2,SYNCOPE-383,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:40:04.000+0000
2013-05-31T14:46:14Z,fbd31cd5dd2022c37d9cedff58898d9c9218bdc1,SYNCOPE-383,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:40:04.000+0000
2013-05-31T16:07:14Z,25ad33a77ed4d3114260546f21c9dac36f1208e1,SYNCOPE-381,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T10:34:40.000+0000
2013-05-31T16:06:05Z,b28b5843654e8b4c8975b7f8fb1491aba5f92412,SYNCOPE-381,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T10:34:40.000+0000
2013-05-30T12:53:40Z,357ef239cff44078b63d5e576843f26b41a0f64d,SYNCOPE-376,[1.1.1],[1.1.2  1.2.0-M1],2013-05-30T12:44:54.000+0000
2013-05-30T12:52:44Z,21221c19c5d9021beb2c3393e5110e25f3ff8b33,SYNCOPE-376,[1.1.1],[1.1.2  1.2.0-M1],2013-05-30T12:44:54.000+0000
2013-05-29T06:53:34Z,f1a6ec238161db4f3637bc1bf9fb894ee8167b17,SYNCOPE-375,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T15:32:52.000+0000
2013-05-29T06:52:48Z,bdcc744f427d20bf35a574e6266b754e233be651,SYNCOPE-375,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T15:32:52.000+0000
2013-05-28T07:53:43Z,223db7ba16cd8413d1e6ab5a4ac5f06e30cb1307,SYNCOPE-373,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T06:47:44.000+0000
2013-05-28T07:36:19Z,c057c0eb98c093d76663aae7f7ac43bf0efa18dd,SYNCOPE-373,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T06:47:44.000+0000
2013-05-28T08:18:40Z,b15e4ed00543966b0d20e8886f78ac5b9146af8b,SYNCOPE-372,[1.1.1],[1.1.2  1.2.0-M1],2013-05-27T16:08:50.000+0000
2013-05-28T08:13:57Z,f8ecef1fcfb758822771f41afa9907a8715ba372,SYNCOPE-372,[1.1.1],[1.1.2  1.2.0-M1],2013-05-27T16:08:50.000+0000
2013-05-21T10:32:22Z,727fb9dece0d7aa789663a5acc762cbc80623e2f,SYNCOPE-371,[1.1.1],[1.1.2  1.2.0-M1],2013-05-21T10:28:34.000+0000
2013-05-21T10:31:09Z,6321f920b4658c2c01a98d39a8dc3890544a02e8,SYNCOPE-371,[1.1.1],[1.1.2  1.2.0-M1],2013-05-21T10:28:34.000+0000
2013-07-02T07:13:37Z,561a8c64f6810a81e941342106ac8b4afc51404c,SYNCOPE-370,[1.1.1],[1.1.3  1.2.0-M1],2013-05-08T10:11:06.000+0000
2013-07-02T07:12:56Z,a636677ea268cbc7d259c4de0013db0715985b08,SYNCOPE-370,[1.1.1],[1.1.3  1.2.0-M1],2013-05-08T10:11:06.000+0000
2013-05-09T09:06:44Z,4c4876ec440e826afbcb2f7c54b0b50d330b60c0,SYNCOPE-369,[1.1.1],[1.1.2  1.2.0-M1],2013-05-07T08:13:18.000+0000
2013-05-09T09:05:54Z,9e710da83f0217367bb7052c320e3928f4038781,SYNCOPE-369,[1.1.1],[1.1.2  1.2.0-M1],2013-05-07T08:13:18.000+0000
2013-04-29T11:22:10Z,79dd23cfc384ebbc5fc656206d1aa583a82aaf05,SYNCOPE-368,[1.1.0],[1.1.1  1.2.0-M1],2013-04-29T09:26:13.000+0000
