"versione","file","LOC Touched","LOC added","Max LOC added","Avg LOC added","Churn","Max churn","Avg churn","Change set size","Max change set","Avg change set"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java","4","3","3","3.0","2","2","2.0","17","17","17.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java","4","3","3","3.0","2","2","2.0","17","17","17.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java","4","3","3","3.0","2","2","2.0","17","17","17.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java","0","0","0","0.0","0","0","0.0","0","0","0.0","YES"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/Either.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/Option.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java","114","86","86","86.0","58","58","58.0","7","7","7.0","No"
"4.2.0","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java","116","77","51","38.5","38","26","19.0","15","8","7.5","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java","12","12","12","12.0","12","12","12.0","8","8","8.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java","59","40","27","13.333333","21","26","7.0","32","17","10.666667","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java","60","18","18","18.0","-24","0","-24.0","7","7","7.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java","7","4","4","4.0","1","1","1.0","17","17","17.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java","3","2","2","2.0","1","1","1.0","17","17","17.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java","3","2","2","2.0","1","1","1.0","17","17","17.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java","7","6","6","6.0","5","5","5.0","1","1","1.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java","6","4","4","4.0","2","2","2.0","17","17","17.0","YES"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java","5","3","3","3.0","1","1","1.0","17","17","17.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java","6","4","4","4.0","2","2","2.0","17","17","17.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java","6","4","4","4.0","2","2","2.0","17","17","17.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java","17","17","17","17.0","17","17","17.0","8","8","8.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java","87","59","59","59.0","31","31","31.0","8","8","8.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java","16","15","15","15.0","14","14","14.0","8","8","8.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java","6","5","5","5.0","4","4","4.0","3","3","3.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java","8","7","7","7.0","6","6","6.0","3","3","3.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java","11","11","11","11.0","11","11","11.0","17","17","17.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java","355","274","254","91.333336","193","178","64.333336","13","7","4.3333335","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java","6","4","3","2.0","2","2","1.0","20","17","10.0","YES"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java","39","25","25","25.0","11","11","11.0","4","4","4.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java","12","11","11","11.0","10","10","10.0","4","4","4.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java","0","0","0","0.0","0","0","0.0","0","0","0.0","YES"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java","0","0","0","0.0","0","0","0.0","0","0","0.0","YES"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
"4.2.0","hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java","0","0","0","0.0","0","0","0.0","0","0","0.0","No"
