commit date,commit sha,jira_id
2017-12-11T14:14:32Z,c2c06a985efae35bba59f16a77d97696eb7eb39d,SYNCOPE-152
2017-12-11T13:58:51Z,0d513169041069aaf7aed7e87862c8a06c496a50,SYNCOPE-152
2017-12-11T11:54:52Z,461a03d2935012b268794ffda5723e0ee84b8653,SYNCOPE-1237
2017-12-11T11:07:35Z,d784ae297c79df8e7d9a7c5dec1677d716422ef2,SYNCOPE-1243
2017-12-10T14:02:53Z,f2e8214e9872d314703e4db4ba36342c3c4e0b42,SYNCOPE-152
2017-12-09T15:30:35Z,013c1de03f77e558d46cf4f207ec5c648d5b9dd8,SYNCOPE-152
2017-12-06T11:06:19Z,068e696967fdfb81ba1c025dd5fd8b2a01835960,SYNCOPE-1244
2017-12-06T10:17:06Z,1d11d9764bd56e2aef3986d95558305814206024,SYNCOPE-1237
2017-12-05T14:15:47Z,597a57f1ae4e36f93ed2fd9258d901a171f4f81a,SYNCOPE-1244
2017-12-05T09:19:56Z,228e10e28da14362733e9ad3901756526d0e5e5d,SYNCOPE-1190
2017-12-04T09:12:06Z,7f56fdbdb9b4321dde61718a3415192f4b220146,SYNCOPE-1242
2017-12-01T13:56:35Z,f0018fe490d54397643edaa52a8d524472fca344,SYNCOPE-1241
2017-11-27T10:45:08Z,c6847708ca13e94c5b0b9f9d974c380fc2cd7e90,SYNCOPE-1226
2017-11-25T10:50:59Z,6b0423630a9bec2f7c393a4a196a063bfd07aeb2,SYNCOPE-1239
2017-11-24T16:53:47Z,a3fdd6afd14481713d40b58b16ca106a0f4ae447,SYNCOPE-1237
2017-11-22T15:59:07Z,3ce928120d58c836bfe10addc4a549d1d049c48a,SYNCOPE-1238
2017-11-20T07:54:52Z,30d90566dfe89adbeae9266ad0368b643a806087,SYNCOPE-1236
2017-11-17T10:42:44Z,a6cf810946f8f6073bf072af15673c24db6bca9d,SYNCOPE-1236
2017-11-16T08:03:06Z,39d507d4945489546cba69cb160996d4798c72a2,SYNCOPE-1234
2017-11-15T16:02:37Z,33daf27daa55a3dac382f811f916b4d9e5679b65,SYNCOPE-1231
2017-11-15T14:08:58Z,07c7e777a25c58c1b97a73e3e945e27402c1d82f,SYNCOPE-152
2017-11-15T14:02:24Z,5e83b3787c374893ccbe5ab8dab30b450d2a2a42,SYNCOPE-1230
2017-11-15T11:06:52Z,37c709727e8f4833e38580404c0145d1472b91ef,SYNCOPE-1235
2017-11-15T10:31:55Z,16f955516f3320ab96771952210b84e7f059586b,SYNCOPE-1235
2017-11-15T08:29:13Z,4434d414511f9b730616dca0384d71321df971f5,SYNCOPE-1229
2017-11-14T16:23:18Z,7cd228925e538bd7743a22ac923bdee4b30a32e6,SYNCOPE-152
2017-11-13T15:32:21Z,e3ac8999d2ffe6fc87b4558453a59d797a8c61c0,SYNCOPE-1234
2017-11-13T11:44:52Z,e7f03f43dbe72d036a6df1da56dc0db26045dcae,SYNCOPE-1227
2017-11-10T16:20:08Z,3e7fe07fa39e497353d030debe6eb5a7fe1dee11,SYNCOPE-1233
2017-11-06T12:57:02Z,4989ffd040f82cd76fba0d52b61cb9b8bd405ee5,SYNCOPE-152
2017-11-02T14:36:25Z,81a030bd7196a54205deaadea12df3f8c8703b9c,SYNCOPE-1228
2017-11-02T14:36:21Z,cd731aa1b81664539bc7f818d6e111ad4e697d1a,SYNCOPE-1232
2017-10-31T17:47:06Z,68ab1fbed71e60ae9f4abbd8c89456a6e6849af3,SYNCOPE-152
2017-10-31T14:16:53Z,f04ab6c26e99ae0a5fe19915e303fa965fcd6332,SYNCOPE-152
2017-10-27T15:31:25Z,bc3c6e6165b670c6c0fb0c1951dfa1f45875c6cb,SYNCOPE-152
2017-10-27T08:23:04Z,869b113de34c7e12853f624ce1b781eff8d1c3d9,SYNCOPE-1138
2017-10-20T15:11:39Z,52bb4b3097c9b8da70e6215f9a213cf3053fd532,SYNCOPE-956
2017-10-20T14:57:48Z,17174c7a3f2288a598cc6b1e216fdb811f18659d,SYNCOPE-956
2017-10-18T10:42:01Z,03a71f3ad0d397dfc6542d997868d0f5fbf48909,SYNCOPE-1138
2017-10-17T08:34:27Z,1d74b79c26f38c33675b83e0cd7610c466210207,SYNCOPE-1138
2017-10-16T09:14:32Z,fdc991aa67cb9d3093948d7bb87f6b70317aa825,SYNCOPE-1224
2017-10-16T08:40:21Z,a799dbc0bbcce4635ab41cd8e6867431aa434702,SYNCOPE-1224
2017-10-12T12:27:18Z,761d1045e5d0ce147271f1780b15d635117e056a,SYNCOPE-1223
2017-10-11T12:04:27Z,df35f9ca9009a3a51f43d9d8643c73b80162cfde,SYNCOPE-1222
2017-10-10T06:34:14Z,cea47da1a1510446b7bd62fbc8e45cc8757d6611,SYNCOPE-956
2017-10-10T06:34:14Z,b47d4328687d173dfd220f6e6f107f042438d8cd,SYNCOPE-956
2017-10-10T06:34:14Z,9889072252105c0f3c029ae188a12ead3aff542f,SYNCOPE-956
2017-10-10T06:34:14Z,f08a17b1b8b619390556b229f293ee53d0d85527,SYNCOPE-956
2017-10-10T06:34:14Z,2ebcff24333ea7f9c437c4729d89bc952f1bd933,SYNCOPE-956
2017-10-10T06:34:13Z,d5b5792269ed931100ac9b6526790253c4133763,SYNCOPE-956
2017-10-04T12:06:15Z,436153b3a0c3d4421b33288263c09521e51eee71,SYNCOPE-1217
2017-10-03T06:46:40Z,a23abdf3eae907839a64ce7f9f82d6296626f38a,SYNCOPE-1213
2017-10-02T14:10:21Z,cf9a1881eac25e0e24c516faed1ce3df66d73596,SYNCOPE-1213
2017-10-02T13:29:11Z,45ad6f5595e4063a4840f476616682d49e59d164,SYNCOPE-1208
2017-10-02T08:54:36Z,17a8eb5d99a84608a64927b00e7d9352d640517e,SYNCOPE-1216
2017-09-29T12:43:53Z,252285a8c9a0abef28338db22208d0ef79739d77,SYNCOPE-1205
2017-09-28T15:43:33Z,79d51b332855de2d07bbfc2afb639d74bd1cb27e,SYNCOPE-1213
2017-09-28T09:41:40Z,e7656e11b4125f33d7fb9cde0db31288b653582f,SYNCOPE-1215
2017-09-27T13:05:56Z,4fe8d084a6aa51fbf7fbfbf025b100df162bd27a,SYNCOPE-1214
2017-09-27T10:52:44Z,79f96cdd0f37580558a89c95d90bd9e83725127c,SYNCOPE-1212
2017-09-22T13:58:03Z,6da028c97a72a9193f742b3d4ef835338e1ade7f,SYNCOPE-1212
2017-09-22T08:15:38Z,9c289134b3452874d279e83ef300dc8c313d44f9,SYNCOPE-1212
2017-09-22T04:26:37Z,d4e098a2916d37824174b026ee7ae9f3004ba833,SYNCOPE-1211
2017-09-20T11:12:08Z,f292d86ab845a7d0a50327a4eaf1179352ce2f95,SYNCOPE-1210
2017-09-18T10:42:41Z,220a9464233cd9872ba6763fdf6f4fdf867d2581,SYNCOPE-1207
2017-09-14T16:22:46Z,928b90c934a11329e741306b50e83520290b9c80,SYNCOPE-1207
2017-09-08T13:41:54Z,5295039bb5443114822d288635589f8b24b43609,SYNCOPE-1206
2017-09-05T08:04:33Z,faba42e2ff3fb725bd05205e5c8b22930e8af7a1,SYNCOPE-1203
2017-09-05T07:34:41Z,df4bd83c9d4c8374991a57e33a496e93aeaa0f12,SYNCOPE-1199
2017-09-01T10:00:29Z,35eaa6b5bcb2f7abf8fe8b38b059ca5b58d626c0,SYNCOPE-1200
2017-08-31T14:27:02Z,58983df16678167db27f0a5c0b32e0bd3fc985a7,SYNCOPE-1202
2017-08-31T12:25:19Z,c4261ab150920d84a7f4095ee22331f235ef6813,SYNCOPE-1202
2017-08-31T06:40:09Z,337a70bf6d0e9f484fdcac7e5d328dd004b51690,SYNCOPE-1198
2017-08-30T15:50:25Z,a0bccf169f8b65e4a8db0627574167756f96b94b,SYNCOPE-1198
2017-08-30T12:08:50Z,f15efd5b33f583aab967d7deaf6da255a2aa33b8,SYNCOPE-1198
2017-08-29T13:27:04Z,f75f9c2a73859368fd61e4ca1ccd1888f13d9d41,SYNCOPE-1054
2017-08-29T12:47:37Z,93b84e7ed4be0a33e5e955df4c15e41a05bb57e0,SYNCOPE-1200
2017-08-28T15:42:05Z,f27e1bb4a6cc9281a0e157ba6cda06ccc06e1807,SYNCOPE-1054
2017-08-28T09:13:06Z,7098ca9f6a46273d5ed1ed0214fd5e1b48eb1a6a,SYNCOPE-1054
2017-08-25T15:37:21Z,62d3a901c2bc24c73670591943d0ef1f02d91977,SYNCOPE-1197
2017-08-25T15:36:06Z,5be24a033334a8a15b0c12dfaef1e5326d813ced,SYNCOPE-938
2017-08-25T12:41:52Z,a02779a2ccf4ee26953468713a1d2e3722883840,SYNCOPE-1196
2017-08-25T12:22:46Z,126a323f5c99bd2f62965492188cff84847fd526,SYNCOPE-1201
2017-08-24T15:38:30Z,3f9c71c2aa0f4d3b34a90b903d6c00d612e87ed5,SYNCOPE-938
2017-08-23T11:47:04Z,183be626f4e439a60181f14c56247eec5e4a27bf,SYNCOPE-938
2017-08-23T09:00:57Z,4759ad8ea33a44885645ecc9ddb7834eea9aaba4,SYNCOPE-938
2017-08-23T08:54:38Z,8776551b7041ffd06aa9d2dbc3b577b386fb1dc4,SYNCOPE-938
2017-08-22T15:05:28Z,74ee038a4b52bb58954900c3ad6692eb1d6176c1,SYNCOPE-938
2017-08-19T16:54:49Z,dd8ed7cf9aa625842621a2e5e67b90964ebbe065,SYNCOPE-938
2017-08-19T13:20:33Z,5a1a1f06164bb43d641c2cce9dd7dc954ac475f3,SYNCOPE-938
2017-08-18T14:08:59Z,5c10b4ba535918a809aa70d4c2c0897c59a2c3b0,SYNCOPE-1197
2017-08-17T14:51:43Z,4f7cb969c55acf9b154923490279701984e17459,SYNCOPE-1190
2017-08-17T13:31:59Z,9deba71344c6c7520bd7a0319dbeb9928739e1b7,SYNCOPE-1176
2017-08-17T06:54:05Z,05ada83cc342178cb4b564a011c13308acc3db53,SYNCOPE-1143
2017-08-11T14:06:54Z,81515d7e243e8116409e2be2cb6bf036a305f988,SYNCOPE-1193
2017-08-11T12:15:07Z,a22a6b55f83846bf06bbb322e9acc234a9425ea5,SYNCOPE-1194
2017-08-11T10:50:43Z,7b7668d02b83711b7a32cea6a4a8afb1a6400019,SYNCOPE-1181
2017-08-11T09:51:14Z,d91e41e12e5fcb0fef9c10649fc09c568e944e74,SYNCOPE-1190
2017-08-10T08:45:39Z,97744afe7fe103101ceca95294af51ed48333be3,SYNCOPE-1190
2017-08-08T15:05:35Z,f240a850fa171ecd2f1071433cb5585bdca8aa7d,SYNCOPE-1097
2017-08-08T14:50:18Z,0e25463d89703b02db5759b15de46eca67272f42,SYNCOPE-1143
2017-08-08T14:26:39Z,2168ef7bf8f9487c0483b6ab9a5a1a9740a53a41,SYNCOPE-1097
2017-08-08T12:53:34Z,d4a67d4fb69c6896d3c7cfffb01ed49c2ff13205,SYNCOPE-1192
2017-08-08T10:40:45Z,b7458d070f88a18ea098dc0196177a502f0623ac,SYNCOPE-1189
2017-08-08T10:40:42Z,0d93a3a5bba32a9a544eaea12df72b2d165c51f8,SYNCOPE-1188
2017-08-07T12:31:00Z,ac6a7feba2865f7bfa37435d167ca766f99ed5bf,SYNCOPE-1096
2017-08-04T13:42:03Z,a9067216005f2daeec0d44e891a2c9f129febf5e,SYNCOPE-1115
2017-08-04T07:36:56Z,7e5d38b7165fba5763d1c8fda2033f74f3814b13,SYNCOPE-1185
2017-08-03T15:55:29Z,f1c004bfcd30c529757e37743e666c935beeeeb5,SYNCOPE-1146
2017-08-03T14:30:51Z,aa1e117c7232932789d878e7749d7124a7bbc2f7,SYNCOPE-1171
2017-08-03T13:04:28Z,0c2414c1ab7a700d83768dd95e7f6379ff2fa6b6,SYNCOPE-1161
2017-08-03T10:53:58Z,e624f369d6a2df12ddc516e6b50ff5cb9d30747b,SYNCOPE-1185
2017-08-02T14:36:05Z,bfce0046e7e278d0fd66ceb939a01ac056f89be8,SYNCOPE-1183
2017-08-02T12:12:16Z,cb9e145396d2ae54fe4f37110675dc84bc7c9c32,SYNCOPE-1155
2017-08-02T07:32:06Z,89fe8311579a2079c33a17cadbdb9be8e172972f,SYNCOPE-1178
2017-08-02T07:21:50Z,3948bbd7f6870fe50b06fefe1a2b26286544e777,SYNCOPE-1177
2017-08-01T13:42:15Z,f533b2f73b1e9e2f039e3c393e24c75e0b4dd394,SYNCOPE-1182
2017-08-01T07:28:48Z,13c046a29287b814c68b6620963bc850c9ce6f6c,SYNCOPE-1180
2017-07-31T15:02:03Z,b88a7565f964d476f4626efc722b49d551c2eaaf,SYNCOPE-1170
2017-07-31T14:49:10Z,7ad5d19b91e01544f076b980c1b26deae0184a79,SYNCOPE-1180
2017-07-28T16:03:02Z,aa85d990087bc16c3496f273629fb187a488bcfe,SYNCOPE-1166
2017-07-28T13:50:03Z,2b4053df14d74e47c55ced76b713fc1baba0abda,SYNCOPE-1179
2017-07-28T11:22:44Z,b41675a335a7d6b4d297f0cd332738c21a6c29ba,SYNCOPE-1174
2017-07-28T11:22:25Z,0e4eed03e565107d7aa2801bc892aa099926fd82,SYNCOPE-1175
2017-07-28T07:50:10Z,e06d18ae329547fbf42924593fd68dd2d74dcbb6,SYNCOPE-1167
2017-07-27T15:47:35Z,64ef5bf1800f699168f59fbd27be113c76cd0baa,SYNCOPE-1174
2017-07-26T15:36:29Z,dde0773f3321a9dc5a92fd1404f273af48cfc6c9,SYNCOPE-1173
2017-07-26T14:00:07Z,b436c7a7d7bba80ce3f085e9c9bca7c83e961b57,SYNCOPE-1172
2017-07-18T14:51:06Z,0913da283a378fd87207b55b75b48266d3e98b18,SYNCOPE-1165
2017-07-18T13:33:36Z,7ee0bf22cb991b8ba5d4005579cf9a7225180f6a,SYNCOPE-1164
2017-07-18T10:36:21Z,4214a38925ea07d6ab2a9d8bbf32fcd3fe0841d0,SYNCOPE-1168
2017-07-18T10:22:30Z,eebca673ec43f26c711c5e16495427800180570a,SYNCOPE-1164
2017-07-14T12:44:02Z,3d308753f48e758f93b9efb6c527da58fa55b655,SYNCOPE-1159
2017-07-14T12:17:21Z,daae6a7975731e03dc99a9795cee20c5fbedd9b8,SYNCOPE-1144
2017-07-14T11:05:35Z,8d2d9edc5af8b1017731c1c711f9e3b934f2896f,SYNCOPE-1151
2017-07-14T07:07:43Z,020a35c64aecb0afcda336bae815c4d3605aed22,SYNCOPE-1163
2017-07-13T15:15:25Z,d0284e0dbbeab6423c9d4b7a52990e8b73b64e23,SYNCOPE-1144
2017-07-13T14:22:54Z,715745275b0c8993f48d206231aaf0935f94d17b,SYNCOPE-1162
2017-07-13T14:07:53Z,cb57c5ad20bcd90efe09d0666f27ab151aa4b00c,SYNCOPE-1144
2017-07-13T13:23:48Z,d7fbfe4862851bc5d7833dbb293c6b3f4b5185d5,SYNCOPE-1151
2017-07-13T12:22:32Z,21ea877bd398689c81e74a7b760ea1095d13e084,SYNCOPE-1144
2017-07-13T08:53:08Z,8f7a7be70af49967733eafa6a2412f7763009064,SYNCOPE-1145
2017-07-13T08:10:41Z,13f9e9b9b34659ef36ce3631b7e26073e72125e1,SYNCOPE-1154
2017-07-12T16:06:54Z,bd6f46e9df674fe02721687d8ae810f040e850bc,SYNCOPE-1159
2017-07-12T13:42:46Z,3e90e38fd6519ac3b94a6ca3c4db9eab9434f1bd,SYNCOPE-1158
2017-07-12T08:20:13Z,f9c61fbc6d9a1760bdcc777f3427e49b9349c5b6,SYNCOPE-1152
2017-07-11T15:46:36Z,20596e2e02e841f7897f39669a98a1f70e386f4e,SYNCOPE-1152
2017-07-11T14:13:44Z,a7b54fa78606005a469f98758199f82212bb41bc,SYNCOPE-1140
2017-07-11T09:31:14Z,de9e202971bee50cdf0c4d2c50f1c57eb5684f8c,SYNCOPE-1152
2017-07-11T08:03:51Z,bd5c1af88ab99432577cfa826b2a3ea6dc655418,SYNCOPE-1150
2017-07-10T16:35:46Z,9779e13e0d55efa445c6b046c51781d55d91991d,SYNCOPE-1143
2017-07-07T10:52:31Z,7047e367bbc7a4dd4f65bb3e5b23130541c3134d,SYNCOPE-1145
2017-07-06T14:56:07Z,7451efb6d274cc446da952d7b607357b0422f30f,SYNCOPE-1145
2017-07-06T08:32:52Z,d4cd448427ea2a147296159fd70712ead0a42a69,SYNCOPE-1149
2017-07-05T10:20:06Z,ffb78c0871ca6b99b39d67c6998438b3e9f832fb,SYNCOPE-1149
2017-07-05T08:17:16Z,0f5116c2fc4fa175ed0b7062dad000fa8c9f46d6,SYNCOPE-1149
2017-07-04T12:03:55Z,c86fb4e637120f7c3b71d9f70d29935eb55807e8,SYNCOPE-1139
2017-07-04T07:55:21Z,bbcfc41e012796023b4920151529abffaa942812,SYNCOPE-1141
2017-07-04T07:51:51Z,631740d6f18037c3d2438f938bcff9000d089e95,SYNCOPE-1141
2017-06-30T09:24:14Z,34ed6eba9cc64d3428422af1e225de2212d6367c,SYNCOPE-1136
2017-06-30T08:19:36Z,3ff021421d2d4a24d39cafc3f227063e941ac1a2,SYNCOPE-1111
2017-06-29T15:26:37Z,fedae9c765091c278026e84fa998c029578ab674,SYNCOPE-1135
2017-06-29T13:58:28Z,4e8680b3f11064035d7a2038e7d50d085145c78b,SYNCOPE-1134
2017-06-29T08:53:27Z,c50ee317670571c7e56e1066536ba99313327166,SYNCOPE-1110
2017-06-29T08:31:51Z,7187c35ab562c233fdefdc41e44a27b13ec46863,SYNCOPE-1129
2017-06-28T14:40:01Z,b4713c15f9ea28bb108ee2e82d986a8011586c43,SYNCOPE-1125
2017-06-28T14:27:04Z,94708a3eed564f6bc33953075d7ac423a4ec167d,SYNCOPE-1129
2017-06-28T14:24:19Z,653afac686cc10a13bdd191b807b8f90e0b84e25,SYNCOPE-1133
2017-06-28T10:30:42Z,733b97203924daacc9c4e07b6caeddb9e85ddb97,SYNCOPE-1118
2017-06-28T09:22:10Z,26fb9bdae50088dc69338b300d045212fe1d7d98,SYNCOPE-1125
2017-06-28T07:33:15Z,e96d9c57c8d24ddb4dd3a6b30c27dc4fb24dedee,SYNCOPE-1053
2017-06-27T15:38:13Z,53c54d7f13f2a60a5f44519bcc251bad097b0c28,SYNCOPE-1130
2017-06-27T15:16:27Z,cfb6c638d570536233743cca16a5498dcceea6ce,SYNCOPE-1131
2017-06-27T14:22:24Z,c12106de4480d03c9b331ef72f5fa4a0bb65c246,SYNCOPE-1128
2017-06-27T14:07:00Z,11ab8cb9a824efa48d5c98613b174ec2633dfa29,SYNCOPE-1110
2017-06-27T12:20:17Z,636985db65a8c1b6dd7af781966a7f84d3a83c2a,SYNCOPE-1126
2017-06-27T08:48:21Z,ee802ac1503a51b734a91448770fe05da193e138,SYNCOPE-1120
2017-06-26T16:13:21Z,cca472be51fd9d882e4bd8aa8f1e03a4c16112d6,SYNCOPE-1119
2017-06-26T15:03:54Z,2deb36904c8d381d0060f10dd79c32e03185cd5e,SYNCOPE-1124
2017-06-26T15:03:15Z,a4fa195bf4e043e5a8dffa6fe8dadb9efd13e8eb,SYNCOPE-1124
2017-06-26T15:00:18Z,00617f7b9ad3ed540c8a1d4e22ab84b63f4a1158,SYNCOPE-1121
2017-06-26T14:37:00Z,053cb7e733ab5f53d8cf8b87792944800311ed0c,SYNCOPE-1119
2017-06-26T10:39:54Z,8432cce7e0f761606bd3b008e9245733bbb3ef7d,SYNCOPE-1116
2017-06-26T10:37:41Z,023b200886972f236323a649e30523d5945e4ec6,SYNCOPE-1116
2017-06-23T15:36:48Z,ab4c623a3f6ccdbe03968235b843ec81a2d97b1f,SYNCOPE-1120
2017-06-23T15:21:10Z,e76c59da537ba66f29bea9759e3488c9a7a0e936,SYNCOPE-1116
2017-06-23T12:36:31Z,3b88f683089162b62fe7b190be177e79e35944ea,SYNCOPE-1117
2017-06-23T12:36:31Z,14d5e768734e725d8a0ec2738257a94abb682876,SYNCOPE-1119
2017-06-22T15:33:25Z,a4f351196912442cd54b2e4329d952cd9855ea34,SYNCOPE-1117
2017-06-22T12:19:35Z,0e21f7c1a6492c5cc61956c3654a1483d2680092,SYNCOPE-1117
2017-06-22T12:05:23Z,a18b08c144abf2c1ae56c1cde89bfcda2267d4c1,SYNCOPE-1117
2017-06-22T05:09:05Z,16096f6d8a84aa55e49f76d91c6e453f84d28fb8,SYNCOPE-1114
2017-06-19T14:17:47Z,71e676b3869f646805c8595ec00c96ebb59f16b6,SYNCOPE-1112
2017-06-19T13:55:04Z,d4ecdf6bd7ee5a718b148c2b510bbf319b3b04a3,SYNCOPE-1112
2017-06-16T15:04:52Z,eec50af7a26d87e88a5ce8b3f45e7b96d6bd8cb9,SYNCOPE-1093
2017-06-16T07:44:01Z,c679035d94013250ffa3a328be71b6885447cece,SYNCOPE-1053
2017-06-14T15:38:08Z,03d5364b14bb911358f8b468924e304576ff99da,SYNCOPE-1067
2017-06-14T11:57:24Z,a21329eeabb33f5e2690f54ac30a6c34ecfa00c5,SYNCOPE-1067
2017-06-13T14:02:03Z,9f979f6aa9f98b7fb79fd4bbf300f55aff661ff3,SYNCOPE-1108
2017-06-13T13:32:08Z,06f3fdd73e6b08f400d6551b4607d9527b70ef0d,SYNCOPE-1109
2017-06-13T11:23:21Z,8cee38084c20592ecb80c5cd0caf3e2127bda6af,SYNCOPE-1084
2017-06-12T15:50:47Z,4f6c1dac9579ff8d697b609742821c310849ba85,SYNCOPE-1104
2017-06-12T15:50:44Z,8ff366f27aa62ed986938229179cc837e3647f9d,SYNCOPE-1106
2017-06-12T15:16:10Z,fc8a30b8573573b108208e459d92a45797fdf3c3,SYNCOPE-1107
2017-06-12T09:43:11Z,9ec5f834f68a92e2d808f5fd347264b7518ab73d,SYNCOPE-1106
2017-06-09T17:43:19Z,23b1c9d76840fe0331edabbdcda239f477294181,SYNCOPE-1067
2017-06-09T17:21:15Z,e8a961cc32bf9938c018f951d31e1a8fff533d4a,SYNCOPE-1067
2017-06-09T16:00:11Z,52bd7eb0d8331b884e8b8cdf598670d1a03ccad1,SYNCOPE-1067
2017-06-09T09:42:36Z,f74ce5dee37f7e5157a3c84f00119d2ffa422e6f,SYNCOPE-1067
2017-06-09T07:54:04Z,8683655c629421139ac81c641114153f7c01485f,SYNCOPE-1067
2017-06-08T15:54:58Z,a1bb672317e9bbd605a19e89272456b3ca8066f6,SYNCOPE-1067
2017-06-06T13:02:37Z,bd695da79888cab82c8cf4803cc01cecba804e41,SYNCOPE-1103
2017-06-01T09:53:24Z,2748d00bb3150b4fffdd0a85e081b7d39e3b1978,SYNCOPE-1101
2017-05-30T14:28:17Z,03cb2f012124a40a6f9ef4b5861beb32a2798848,SYNCOPE-1100
2017-05-26T14:04:13Z,7e0d6775047d2bf66fa9978f4a5385ab3f5b45fb,SYNCOPE-1081
2017-05-26T12:38:15Z,ca0fcf1b728c9c6937b55fd0a8bead1d91d3edb4,SYNCOPE-1099
