version,commit sha,jira_id,affected versions,fixed version,opening version,opening data,fixed data,commit file,added,deleted
2.0.2,e06281c09a294275ead6dbd3a0c3775094df860c,SYNCOPE-1002,2.0.1  1.2.10,2.0.2,2.0.2,2017-01-25T16:58:38.000+0000,2017-01-25T17:21:38.000+0000,common/lib/src/main/java/org/apache/syncope/common/lib/AnyOperations.java common/lib/src/main/java/org/apache/syncope/common/lib/patch/AnyObjectPatch.java,4 1,0 1
2.0.3,d80e02334de47b7b1c9bb738f1f66b70d2826780,SYNCOPE-1003,2.0.2,2.0.3,2.0.3,2017-01-31T15:55:17.000+0000,2017-02-01T07:18:07.000+0000,client/console/src/main/java/org/apache/syncope/client/console/notifications/MailTemplateDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/notifications/NotificationDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionsPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/TypeExtensionDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/policies/AccountPolicyDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/policies/PasswordPolicyDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/policies/PolicyDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/policies/PolicyRuleDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/reports/ReportDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/reports/ReportTemplateDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/reports/ReportletDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/status/AnyStatusDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/status/ResourceStatusDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/tasks/NotificationTaskDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/tasks/PropagationTaskDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/tasks/ProvisioningTaskDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/tasks/SchedTaskDirectoryPanel.java,1 6 2 1 3 2 4 2 8 1 2 3 3 7 9 8 9,1 6 2 1 3 2 4 2 8 1 2 3 3 7 9 8 9
2.0.3,8df515ecf485aa342b5b3098a78e23ea8a2c18f3,SYNCOPE-1004,2.0.2,2.0.3,2.0.3,2017-01-31T16:10:06.000+0000,2017-02-01T07:18:41.000+0000,core/logic/src/main/java/org/apache/syncope/core/logic/UserLogic.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/notification/NotificationManagerImpl.java core/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/UserSelfServiceImpl.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/ReportITCase.java,1 5 2 1,1 0 2 1
2.0.3,deac686f90acd387486824d0402bebdf72defd00,SYNCOPE-1007,2.0.2,2.0.3,2.0.3,2017-02-02T17:11:27.000+0000,2017-02-03T16:33:14.000+0000,client/console/src/main/java/org/apache/syncope/client/console/panels/search/SearchUtils.java client/console/src/main/java/org/apache/syncope/client/console/wizards/any/GroupWrapper.java,127 5,123 2
2.0.3,24a71aa96c452c60f64fb58efc76b5ba171cfec9,SYNCOPE-1008,2.0.2,2.0.3,2.0.3,2017-02-07T13:14:47.000+0000,2017-03-14T11:37:54.000+0000,installer/src/main/java/org/apache/syncope/installer/validators/AbstractValidator.java installer/src/main/java/org/apache/syncope/installer/validators/ArchetypeValidator.java installer/src/main/java/org/apache/syncope/installer/validators/ContainerValidator.java installer/src/main/java/org/apache/syncope/installer/validators/PersistenceValidator.java,0 15 11 4,4 14 10 3
2.0.3,f3795a8d55b2dea57a5fd0e67f7d08de0fb9828c,SYNCOPE-1010,2.0.2,2.0.3,2.0.3,2017-02-12T06:51:38.000+0000,2017-02-12T06:54:19.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractPushResultHandler.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PushJobDelegate.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/RealmPushResultHandlerImpl.java,10 5 10,10 4 10
2.0.3,93cbe3fb003f938ba8fd6227cf780b8ae593422f,SYNCOPE-1012,2.0.2,2.0.3,2.0.3,2017-02-12T07:53:29.000+0000,2017-02-12T08:06:53.000+0000,client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/InfoResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/LogoutResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/SecurityQuestionResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfChangePassword.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfConfirmPasswordReset.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfCreateResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfPasswordReset.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfReadResource.java,0 2 0 0 0 6 13 0,4 6 5 5 5 10 17 1
2.0.3,f4ffc3b568792da1d91f4ebb66be78a0066b4bda,SYNCOPE-1013,2.0.2,2.0.3,2.0.3,2017-02-12T13:01:24.000+0000,2017-02-12T13:03:03.000+0000,,,
2.0.3,6a46d3a3f350a630a1d664bdb117304c6d249db3,SYNCOPE-1013,2.0.2,2.0.3,2.0.3,2017-02-12T13:01:24.000+0000,2017-02-12T13:03:03.000+0000,core/provisioning-java/src/test/java/org/apache/syncope/core/provisioning/java/MailTemplateTest.java,4,2
2.0.3,560000847f8eb31b2964c32cf83224df5d9188ea,SYNCOPE-1014,2.0.2,2.0.3,2.0.3,2017-02-12T13:24:23.000+0000,2017-02-12T13:26:49.000+0000,client/console/src/main/java/org/apache/syncope/client/console/approvals/ApprovalDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/commons/TaskDataProvider.java client/console/src/main/java/org/apache/syncope/client/console/panels/ParametersPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionsPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/TypeExtensionDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/policies/PolicyDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/policies/PolicyRuleDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/reports/ReportDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/reports/ReportletDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/tasks/SchedTaskDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/tasks/TaskDirectoryPanel.java,1 1 1 12 1 1 1 1 1 1 1,1 1 1 0 1 1 1 1 1 1 1
2.0.3,9ad62a3447449c5d3a735bbb5154d2ed7347e689,SYNCOPE-1014,2.0.2,2.0.3,2.0.3,2017-02-12T13:24:23.000+0000,2017-02-12T13:26:49.000+0000,fit/core-reference/src/test/java/org/apache/syncope/fit/console/ParametersITCase.java,2,6
2.0.3,223f29a9547eac2c615bc4f18120ebc0cad0bd0d,SYNCOPE-1016,2.0.2,2.0.3,2.0.3,2017-02-15T17:58:38.000+0000,2017-02-15T18:05:45.000+0000,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractPlainAttr.java core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractSysInfoListener.java core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AnnotatedEntityListener.java core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/PlainAttrListener.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/UserTest.java,2 47 2 33 24,0 0 21 0 0
2.0.3,ffc490175cb789d6f6d78341f5078e8942bfca04,SYNCOPE-1016,2.0.2,2.0.3,2.0.3,2017-02-15T17:58:38.000+0000,2017-02-15T18:05:45.000+0000,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/PlainAttrListener.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/UserTest.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/GroupITCase.java,4 2 1,2 2 0
2.0.3,d7c848cee63695dbf0f63dee6dcc53f52e838b11,SYNCOPE-1022,2.0.2,2.0.3,2.0.3,2017-02-22T06:57:46.000+0000,2017-03-07T15:03:54.000+0000,client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/SecurityQuestionResource.java,2,2
2.0.3,e4947c909e4cf18713653a4e4977489331c5fb45,SYNCOPE-1023,2.0.2,2.0.3,2.0.3,2017-02-22T16:06:22.000+0000,2017-02-22T18:02:13.000+0000,,,
2.0.3,b08bc1c4a2ea9a552810f899ab4c25d0ddb5901c,SYNCOPE-1024,2.0.2,2.0.3,2.0.3,2017-02-23T09:20:32.000+0000,2017-03-01T09:29:52.000+0000,,,
2.1.0,027b6bdfed8666f0d1a1225d3e27a3047e93acf2,SYNCOPE-1024,2.0.2,2.0.3,2.0.3,2017-02-23T09:20:32.000+0000,2017-03-01T09:29:52.000+0000,client/cli/src/main/java/org/apache/syncope/client/cli/commands/migrate/MigrateCommand.java client/cli/src/main/java/org/apache/syncope/client/cli/commands/migrate/MigrateConf.java client/cli/src/main/java/org/apache/syncope/client/cli/commands/migrate/MigrateResultManager.java client/cli/src/test/java/org/apache/syncope/client/cli/commands/MigrateTest.java client/cli/src/test/java/org/apache/syncope/client/cli/util/CommandUtilsTest.java core/migration/src/main/java/org/apache/syncope/core/migration/MigrationPullActions.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/SetUMembershipsJob.java core/upgrade/src/main/java/org/apache/syncope/core/upgrade/GenerateUpgradeSQL.java core/upgrade/src/main/java/org/apache/syncope/core/upgrade/WiserSchemaTool.java core/upgrade/src/test/java/org/apache/syncope/core/upgrade/GeneratedUpgradeSQLTest.java,0 0 0 0 3 0 24 387 233 120,95 953 24 83 8 137 26 0 0 0
2.0.3,2fb13a27fbd2c716c583458ca19168820022bdb8,SYNCOPE-1025,2.0.2,2.0.3,2.0.3,2017-02-23T16:05:23.000+0000,2017-02-23T16:06:53.000+0000,core/logic/src/main/java/org/apache/syncope/core/logic/init/LoggerLoader.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/AuditEntry.java,5 26,4 4
2.0.3,6d81b69ac52a5a7773f600e5168f32ffb0dde79c,SYNCOPE-1026,2.0.2,2.0.3,2.0.3,2017-02-24T08:27:42.000+0000,2017-02-27T16:48:15.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/any/Ownership.java fit/core-reference/src/test/java/org/apache/syncope/fit/console/GroupsITCase.java,1 63,2 9
2.0.3,f46891466bc516551b62e284108af357012b7052,SYNCOPE-1027,2.0.2,2.0.3,2.0.3,2017-02-24T08:43:47.000+0000,2017-02-28T11:46:25.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ProvisionWizardBuilder.java,24,3
2.0.3,d0dc9b35f8e901c692c6df8b3016fd2384d94d62,SYNCOPE-1030,2.0.2,2.0.3,2.0.3,2017-02-24T09:20:53.000+0000,2017-02-27T14:47:53.000+0000,client/console/src/main/java/org/apache/syncope/client/console/panels/BeanPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/Realm.java client/console/src/main/java/org/apache/syncope/client/console/panels/RealmDetails.java client/console/src/main/java/org/apache/syncope/client/console/rest/PolicyRestClient.java fit/core-reference/src/test/java/org/apache/syncope/fit/console/PoliciesITCase.java fit/core-reference/src/test/java/org/apache/syncope/fit/console/UsersITCase.java,0 1 3 15 127 2,4 1 3 0 9 3
2.0.3,2fbe7fb200aae36f5a1d1935ece0b3921018377b,SYNCOPE-1032,2.0.2,2.0.3,2.0.3,2017-02-24T09:26:46.000+0000,2017-02-27T15:24:29.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/role/RoleWizardBuilder.java,2,1
2.0.3,2d4aee40f67069f0ef6254dcb98dea0fd2d22074,SYNCOPE-1033,2.0.2,2.0.3,2.0.3,2017-02-24T09:46:32.000+0000,2017-02-24T10:25:24.000+0000,common/lib/src/main/java/org/apache/syncope/common/lib/search/AbstractFiqlSearchConditionBuilder.java common/lib/src/main/java/org/apache/syncope/common/lib/search/AnyObjectFiqlSearchConditionBuilder.java common/lib/src/main/java/org/apache/syncope/common/lib/search/GroupFiqlSearchConditionBuilder.java common/lib/src/main/java/org/apache/syncope/common/lib/search/UserFiqlSearchConditionBuilder.java,4 2 2 2,1 0 0 0
2.0.3,c6e10f92ffb37391c6509725838e8d61aaac7fab,SYNCOPE-1034,2.0.2,2.0.3,2.0.3,2017-02-28T08:32:06.000+0000,2017-03-07T14:11:11.000+0000,client/console/src/main/java/org/apache/syncope/client/console/panels/TypeExtensionDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/wizards/any/TypeExtensionWizardBuilder.java,18 18,0 14
2.0.3,b2b8ee1998cb60d5fc31e2c11283fdbfaeb7cc73,SYNCOPE-1036,2.0.2,2.0.3,2.0.3,2017-03-01T09:06:09.000+0000,2017-03-03T13:01:29.000+0000,client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleSession.java client/console/src/main/java/org/apache/syncope/client/console/approvals/ApprovalDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/pages/BasePage.java client/console/src/main/java/org/apache/syncope/client/console/rest/NotificationRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/ReportRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/TaskRestClient.java client/console/src/main/java/org/apache/syncope/client/console/topology/Topology.java client/console/src/main/java/org/apache/syncope/client/console/widgets/ApprovalsWidget.java client/console/src/main/java/org/apache/syncope/client/console/widgets/JobWidget.java client/console/src/main/java/org/apache/syncope/client/console/widgets/ReconciliationWidget.java,0 1 8 5 5 7 1 45 82 76,21 0 28 0 0 2 1 101 132 111
2.0.3,16020a557ad314d9034712f4bed8d13b90921166,SYNCOPE-1037,2.0.2,2.0.3,2.0.3,2017-03-01T09:09:06.000+0000,2017-03-03T13:01:43.000+0000,,,
2.0.3,72f1b3e1a0a239c042548a2da7c7fac142dab55d,SYNCOPE-1038,2.0.2,2.0.3,2.0.3,2017-03-01T09:20:08.000+0000,2017-03-07T15:57:44.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/AjaxWizardMgtButtonBar.java,9,2
2.0.3,bfcac4bbd4a8007ee2df3bf4c61e667c2d1215b2,SYNCOPE-1039,2.0.2,2.0.3,2.0.3,2017-03-01T09:27:00.000+0000,2017-03-07T11:17:11.000+0000,client/console/src/main/java/org/apache/syncope/client/console/panels/ConnObjects.java client/console/src/main/java/org/apache/syncope/client/console/panels/VirSchemaDetails.java client/console/src/main/java/org/apache/syncope/client/console/status/ResourceStatusModal.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxSpinnerFieldPanel.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/EncryptedFieldPanel.java client/console/src/main/java/org/apache/syncope/client/console/wizards/any/PlainAttrs.java,1 2 2 8 28 25 6,1 2 1 0 3 0 6
2.0.3,58fa8e7bf50eab0c156b5a3cbda3a0a93c2e9d7d,SYNCOPE-1040,2.0.2,2.0.3,2.0.3,2017-03-01T11:24:18.000+0000,2017-03-01T11:25:36.000+0000,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/DerAttrHandler.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DerAttrHandlerImpl.java,2 22,1 2
2.0.3,d268c1ec5c281d105e2d257e60d0677362733e0b,SYNCOPE-1042,2.0.2,2.0.3,2.0.3,2017-03-07T12:04:29.000+0000,2017-03-07T15:42:13.000+0000,client/console/src/main/java/org/apache/syncope/client/console/tasks/ExecutionsDirectoryPanel.java,5,5
2.0.3,98e27bfe1e46643d58fe649aab52d3597d914267,SYNCOPE-1043,2.0.2,2.0.3,2.0.3,2017-03-07T14:22:09.000+0000,2017-03-10T12:51:48.000+0000,client/enduser/src/main/java/org/apache/syncope/client/enduser/SyncopeEnduserSession.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/LogoutResource.java,16 1,17 2
2.0.3,aa8e9f1e6e3797d40665855ee7cf13ab64c11e2c,SYNCOPE-1043,2.0.2,2.0.3,2.0.3,2017-03-07T14:22:09.000+0000,2017-03-10T12:51:48.000+0000,client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleRequestCycleListener.java client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleSession.java client/console/src/main/java/org/apache/syncope/client/console/pages/BasePage.java client/console/src/main/java/org/apache/syncope/client/console/pages/Login.java client/console/src/main/java/org/apache/syncope/client/console/pages/MustChangePassword.java client/console/src/main/java/org/apache/syncope/client/console/pages/Realms.java client/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypeClassDetailsPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypeClassesPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypesPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/DashboardOverviewPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/ParametersCreateWizardPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/ParametersDetailsPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/ParametersEditModalPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/ParametersPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/RelationshipTypesPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/SchemaTypePanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionsModalPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionsPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/TypesDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/search/SearchClausePanel.java client/console/src/main/java/org/apache/syncope/client/console/rest/AnyTypeClassRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/AnyTypeRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/ConfRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/NotificationRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/RelationshipTypeRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/ReportRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/ResourceRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/SchemaRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/SyncopeRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/TaskRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/UserSelfRestClient.java client/console/src/main/java/org/apache/syncope/client/console/widgets/JobActionPanel.java client/console/src/main/java/org/apache/syncope/client/console/wizards/any/Relationships.java client/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceProvisionPanel.java ext/camel/client-console/src/main/java/org/apache/syncope/client/console/rest/CamelRoutesRestClient.java ext/camel/client-console/src/main/java/org/apache/syncope/client/console/widgets/CamelMetricsWidget.java,28 31 2 12 6 1 16 9 7 7 9 6 5 11 10 14 8 5 4 2 12 4 1 5 58 5 8 13 12 5 31 13 4 5 10 5,22 19 2 1 5 1 25 8 10 6 8 7 2 15 11 18 5 7 3 4 0 0 1 0 0 0 0 0 17 0 0 15 3 6 4 4
2.0.3,d5f925f48b431cbd36ed32dc119501361b8b7c94,SYNCOPE-1043,2.0.2,2.0.3,2.0.3,2017-03-07T14:22:09.000+0000,2017-03-10T12:51:48.000+0000,client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleRequestCycleListener.java client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleSession.java core/spring/src/main/java/org/apache/syncope/core/spring/security/AuthDataAccessor.java core/spring/src/main/java/org/apache/syncope/core/spring/security/JWTAuthenticationProvider.java,28 1 5 1,15 1 0 0
2.0.3,a0ffad75eeb166590f05f2d80d043c56b620023c,SYNCOPE-1044,2.0.2,2.0.3,2.0.3,2017-03-13T15:03:21.000+0000,2017-03-13T15:50:33.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceProvisionPanel.java,1,3
2.0.3,af37b2ba93809d61fd0b65ef6f106c4e5f281ecf,SYNCOPE-1046,2.0.2,2.0.3,2.0.3,2017-03-14T11:21:11.000+0000,2017-03-14T11:22:34.000+0000,client/console/src/main/java/org/apache/syncope/client/console/rest/ExecutionRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/ReportRestClient.java client/console/src/main/java/org/apache/syncope/client/console/rest/TaskRestClient.java client/console/src/main/java/org/apache/syncope/client/console/tasks/ExecutionsDirectoryPanel.java,4 6 8 1,3 2 6 1
2.0.3,9fe5a756115a1caafee3261d914c6b3d4788503c,SYNCOPE-1048,2.0.2,2.0.3,2.0.3,2017-03-17T15:31:52.000+0000,2017-03-17T16:01:25.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ConnectorDetailsPanel.java,7,5
2.0.3,2a7358f452a3a8d65353a4d04bf445caabf39a73,SYNCOPE-1049,2.0.2,2.0.3,2.0.3,2017-03-21T11:57:28.000+0000,2017-03-21T13:49:05.000+0000,client/console/src/main/java/org/apache/syncope/client/console/status/AnyStatusDirectoryPanel.java,3,1
2.0.3,5e79f86b5fa6ad6c155a0e234a7b6808ce69b3cf,SYNCOPE-1051,2.0.2,2.0.3,2.0.3,2017-03-28T07:08:53.000+0000,2017-03-28T07:31:33.000+0000,core/logic/src/main/java/org/apache/syncope/core/logic/TaskLogic.java,5,0
2.0.3,b980a496e59371b19903bf5d9a0bacec874c10b4,SYNCOPE-1051,2.0.2,2.0.3,2.0.3,2017-03-28T07:08:53.000+0000,2017-03-28T07:31:33.000+0000,client/console/src/main/java/org/apache/syncope/client/console/rest/ReportRestClient.java client/console/src/main/java/org/apache/syncope/client/console/tasks/NotificationTaskDirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/tasks/PropagationTaskDirectoryPanel.java,1 1 1,1 2 2
2.0.3,dbf07add3dbca0b3a99993e9153bfbfa72b417ea,SYNCOPE-1060,2.0.2,2.0.3,2.0.3,2017-04-05T16:46:14.000+0000,2017-04-10T07:07:53.000+0000,client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfReadResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfUpdateResource.java,21 34,12 26
2.0.3,fad07ef43d271a302f1b3fb5c99ee6dc68cfdbff,SYNCOPE-1060,2.0.2,2.0.3,2.0.3,2017-04-05T16:46:14.000+0000,2017-04-10T07:07:53.000+0000,client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/BaseUserSelfResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfCreateResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfReadResource.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfUpdateResource.java,67 11 1 1,0 25 19 23
2.0.3,f0e0199fc70774bcab8e2bfb0304cf0a05d15728,SYNCOPE-1062,2.0.2,2.0.3,2.0.3,2017-04-06T10:10:00.000+0000,2017-04-06T12:32:33.000+0000,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/AnyObjectProvisioningManager.java core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/ProvisioningManager.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultAnyObjectProvisioningManager.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultGroupProvisioningManager.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultUserProvisioningManager.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/MappingManagerImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractPullResultHandler.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AnyObjectPullResultHandlerImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/GroupPullResultHandlerImpl.java ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/CamelAnyObjectProvisioningManager.java ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/CamelGroupProvisioningManager.java ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/CamelUserProvisioningManager.java fit/core-reference/src/test/java/org/apache/syncope/fit/AbstractITCase.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/PullTaskITCase.java,5 0 5 7 16 3 1 2 2 5 7 5 29 112,0 2 0 9 18 3 1 2 1 0 9 7 0 6
2.0.4,aa36e2ab5f5e9a14cca5f851588de01c190ce2ff,SYNCOPE-1066,2.0.2  2.0.3,2.0.4,2.0.3,2017-04-14T08:34:38.000+0000,2017-04-18T08:44:29.000+0000,core/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/WADLServlet.java core/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/WadlGenerator.java,7 72,6 2
2.0.4,16029366613c0534ea77828bec02c7cd607fb223,SYNCOPE-1070,1.2.10  2.0.2  2.0.3,2.0.4,2.0.4,2017-04-21T11:01:46.000+0000,2017-04-21T11:04:54.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/MappingManagerImpl.java,1,1
2.0.4,cad371cec6676b68cc82bc0aa5c44e5bbeb8aeab,SYNCOPE-1071,2.0.3,2.0.4,2.0.4,2017-04-26T10:53:36.000+0000,2017-04-26T12:15:58.000+0000,client/console/src/main/java/org/apache/syncope/client/console/tasks/NotificationTaskDirectoryPanel.java,2,2
2.0.4,018fa9771adee2788be0ba3357c31cdc5da17cba,SYNCOPE-1075,2.0.3,2.0.4,2.0.4,2017-05-05T13:42:35.000+0000,2017-05-08T12:47:53.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/any/AnnotatedBeanPanel.java,1,1
2.0.4,2f65c14fcd681d1e2e798e4563c6eaa07b5def9f,SYNCOPE-1076,2.0.3,2.0.4,2.0.4,2017-05-08T08:03:28.000+0000,2017-05-08T14:06:56.000+0000,client/console/src/main/java/org/apache/syncope/client/console/reports/ReportExecutionDetails.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ActionLinksTogglePanel.java,1 1,0 1
2.0.4,c1cd3fe9ad12227d58de5adac666d569c9c29876,SYNCOPE-1079,2.0.3,2.0.4,2.0.4,2017-05-09T16:47:52.000+0000,2017-05-09T16:49:33.000+0000,client/console/src/main/java/org/apache/syncope/client/console/panels/DirectoryPanel.java client/console/src/main/java/org/apache/syncope/client/console/panels/TogglePanel.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ActionLinksTogglePanel.java client/console/src/main/java/org/apache/syncope/client/console/widgets/JobActionPanel.java client/console/src/main/java/org/apache/syncope/client/console/widgets/JobWidget.java,5 3 4 0 156,1 1 0 141 4
